"instance_id","rdf:type","rdf_type_2","rdfs:label","frbr:is part of","frbr:has embodiment","rdfs:seeAlso","start_page","vol","level"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_alberti-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Leon Battista Alberti (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_41","41","3","manifestation"
"viewsari:the_lives_1568_volume-3_lazzaro-vasari-bio","viewsari:biography","fabio:Expression","Life of Lazzaro Vasari","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_lazzaro-vasari-bio","","55","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_lazzaro-vasari-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Lazzaro Vasari (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_55","55","3","manifestation"
"viewsari:the_lives_1568_volume-3_antonello-da-messina-bio","viewsari:biography","fabio:Expression","Life of Antonello da Messina","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_antonello-da-messina-bio","","59","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_antonello-da-messina-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Antonello da Messina (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_59","59","3","manifestation"
"viewsari:the_lives_1568_volume-3_baldovinetti-bio","viewsari:biography","fabio:Expression","Life of Alesso Baldovinetti","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_baldovinetti-bio","","67","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_baldovinetti-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Alesso Baldovinetti (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_67","67","3","manifestation"
"viewsari:the_lives_1568_volume-3_vellano-bio","viewsari:biography","fabio:Expression","Life of Vellano da Padova","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_vellano-bio","","73","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_vellano-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Vellano da Padova (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_73","73","3","manifestation"
"viewsari:the_lives_1568_volume-3_fra-filippo-lippi-bio","viewsari:biography","fabio:Expression","Life of Fra Filippo Lippi","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_fra-filippo-lippi-bio","","77","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_fra-filippo-lippi-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Fra Filippo Lippi (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_77","77","3","manifestation"
"viewsari:the_lives_1568_volume-3_paolo-romano-bio","viewsari:biography","fabio:Expression","Life of Paolo Romano and Maestro Mino and Chimenti Camicia","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_paolo-romano-bio","","99","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_paolo-romano-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Paolo Romano and Maestro Mino and Chimenti Camicia (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_99","99","3","manifestation"
"viewsari:the_lives_1568_volume-3_andrea-dal-castagno-bio","viewsari:biography","fabio:Expression","Life of Andrea dal Castagno and Domenico Viniziano","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_andrea-dal-castagno-bio","","107","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_andrea-dal-castagno-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Andrea dal Castagno and Domenico Viniziano (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_107","107","3","manifestation"
"viewsari:the_lives_1568_volume-3_gentile-pisanello-bio","viewsari:biography","fabio:Expression","Life of Gentile da Fabriano and Vittore Pisanello","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_gentile-pisanello-bio","","121","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_gentile-pisanello-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Gentile da Fabriano and Vittore Pisanello (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_121","121","3","manifestation"
"viewsari:the_lives_1568_volume-3_pesello-peselli-bio","viewsari:biography","fabio:Expression","Life of Pesello and Francesco Peselli","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_pesello-peselli-bio","","131","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_pesello-peselli-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Pesello and Francesco Peselli (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_131","131","3","manifestation"
"viewsari:the_lives_1568_volume-3_benozzo-gozzoli-bio","viewsari:biography","fabio:Expression","Life of Benozzo Gozzoli","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_benozzo-gozzoli-bio","","137","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_benozzo-gozzoli-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Benozzo Gozzoli (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_137","137","3","manifestation"
"viewsari:the_lives_1568_volume-3_francesco-di-giorgio-bio","viewsari:biography","fabio:Expression","Life of Francesco di Giorgio and Lorenzo Vecchietto","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_francesco-di-giorgio-bio","","155","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_francesco-di-giorgio-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Francesco di Giorgio and Lorenzo Vecchietto (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_155","155","3","manifestation"
"viewsari:the_lives_1568_volume-3_galasso-ferrarese-bio","viewsari:biography","fabio:Expression","Life of Galasso Ferrarese","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_galasso-ferrarese-bio","","165","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_galasso-ferrarese-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Galasso Ferrarese (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_165","165","3","manifestation"
"viewsari:the_lives_1568_volume-3_rossellino-bio","viewsari:biography","fabio:Expression","Life of Antonio Rossellino and Bernardo Rossellino","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_rossellino-bio","","169","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_rossellino-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Antonio Rossellino and Bernardo Rossellino (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_169","169","3","manifestation"
"viewsari:the_lives_1568_volume-3_desiderio-da-settignano-bio","viewsari:biography","fabio:Expression","Life of Desiderio da Settignano","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_desiderio-da-settignano-bio","","181","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_desiderio-da-settignano-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Desiderio da Settignano (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_181","181","3","manifestation"
"viewsari:the_lives_1568_volume-3_mino-da-fiesole-bio","viewsari:biography","fabio:Expression","Life of Mino da Fiesole","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_mino-da-fiesole-bio","","189","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_mino-da-fiesole-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Mino da Fiesole (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_189","189","3","manifestation"
"viewsari:the_lives_1568_volume-3_lorenzo-costa-bio","viewsari:biography","fabio:Expression","Life of Lorenzo Costa","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_lorenzo-costa-bio","","199","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_lorenzo-costa-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Lorenzo Costa (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_199","199","3","manifestation"
"viewsari:the_lives_1568_volume-3_ercole-ferrarese-bio","viewsari:biography","fabio:Expression","Life of Ercole Ferrarese","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_ercole-ferrarese-bio","","205","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_ercole-ferrarese-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Ercole Ferrarese (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_205","205","3","manifestation"
"viewsari:the_lives_1568_volume-3_bellini-bio","viewsari:biography","fabio:Expression","Life of Jacopo Giovanni and Gentile Bellini","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_bellini-bio","","209","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_bellini-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Jacopo Giovanni and Gentile Bellini (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_209","209","3","manifestation"
"viewsari:the_lives_1568_volume-3_cosimo-rosselli-bio","viewsari:biography","fabio:Expression","Life of Cosimo Rosselli","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_cosimo-rosselli-bio","","225","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_cosimo-rosselli-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Cosimo Rosselli (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_225","225","3","manifestation"
"viewsari:the_lives_1568_volume-3_cecca-bio","viewsari:biography","fabio:Expression","Life of Cecca","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_cecca-bio","","233","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_cecca-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Cecca (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_233","233","3","manifestation"
"viewsari:the_lives_1568_volume-3_don-bartolommeo-della-gatta-bio","viewsari:biography","fabio:Expression","Life of Don Bartolommeo della Gatta","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_don-bartolommeo-della-gatta-bio","","239","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_don-bartolommeo-della-gatta-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Don Bartolommeo della Gatta (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_239","239","3","manifestation"
"viewsari:the_lives_1568_volume-3_gherardo-bio","viewsari:biography","fabio:Expression","Life of Gherardo","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_gherardo-bio","","245","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_gherardo-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Gherardo (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_245","245","3","manifestation"
"viewsari:the_lives_1568_volume-3_benedetto-da-maiano-bio","viewsari:biography","fabio:Expression","Life of Benedetto da Maiano","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_benedetto-da-maiano-bio","","249","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_benedetto-da-maiano-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Benedetto da Maiano (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_249","249","3","manifestation"
"viewsari:the_lives_1568_volume-3_ghirlandajo-bio","viewsari:biography","fabio:Expression","Life of Domenico Ghirlandajo","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_ghirlandajo-bio","","261","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_ghirlandajo-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Domenico Ghirlandajo (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_261","261","3","manifestation"
"viewsari:the_lives_1568_volume-3_tommaso-bio","viewsari:biography","fabio:Expression","Life of Tommaso","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_tommaso-bio","","295","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_tommaso-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Tommaso (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_295","295","3","manifestation"
"viewsari:the_lives_1568_volume-3_filippino-lippi-vol3-bio","viewsari:biography","fabio:Expression","Life of Filippino Lippi","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_filippino-lippi-vol3-bio","","297","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_filippino-lippi-vol3-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Filippino Lippi (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_297","297","3","manifestation"
"viewsari:the_lives_1568_volume-3_pinturicchio-bio","viewsari:biography","fabio:Expression","Life of Bernardino Pinturicchio","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_pinturicchio-bio","","319","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_pinturicchio-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Bernardino Pinturicchio (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_319","319","3","manifestation"
"viewsari:the_lives_1568_volume-3_france-francia-bio","viewsari:biography","fabio:Expression","Life of Francesco Francia","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_france-francia-bio","","335","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_france-francia-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Francesco Francia (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_335","335","3","manifestation"
"viewsari:the_lives_1568_volume-3_perugino-bio","viewsari:biography","fabio:Expression","Life of Pietro Perugino","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_perugino-bio","","347","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_perugino-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Pietro Perugino (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_347","347","3","manifestation"
"viewsari:the_lives_1568_volume-3_vittore-carpaccio-bio","viewsari:biography","fabio:Expression","Life of Vittore Carpaccio and Others","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_vittore-carpaccio-bio","","385","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_vittore-carpaccio-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Vittore Carpaccio and Others (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_385","385","3","manifestation"
"viewsari:the_lives_1568_volume-3_mantegna-bio","viewsari:biography","fabio:Expression","Life of Andrea Mantegna","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_mantegna-bio","","391","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_mantegna-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Andrea Mantegna (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_391","391","3","manifestation"
"viewsari:the_lives_1568_volume-4_filippino-lippi-bio","viewsari:biography","fabio:Expression","Life of Filippino Lippi","viewsari:the_lives_1568_volume-4","viewsari:the_lives_1568_gutenberg_web_version_of_volume-4_filippino-lippi-bio","","1","4","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-4_filippino-lippi-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Filippino Lippi (Volume 4)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-4","","https://www.gutenberg.org/files/28420/28420-h/28420-h.htm#Page_1","1","4","manifestation"
"viewsari:the_lives_1568_volume-4_pinturicchio-v4-bio","viewsari:biography","fabio:Expression","Life of Bernardino Pinturicchio","viewsari:the_lives_1568_volume-4","viewsari:the_lives_1568_gutenberg_web_version_of_volume-4_pinturicchio-v4-bio","","17","4","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-4_pinturicchio-v4-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Bernardino Pinturicchio (Volume 4)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-4","","https://www.gutenberg.org/files/28420/28420-h/28420-h.htm#Page_17","17","4","manifestation"
"viewsari:the_lives_1568_volume-4_france-francia-v4-bio","viewsari:biography","fabio:Expression","Life of Francesco Francia","viewsari:the_lives_1568_volume-4","viewsari:the_lives_1568_gutenberg_web_version_of_volume-4_france-francia-v4-bio","","33","4","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-4_france-francia-v4-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Francesco Francia (Volume 4)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-4","","https://www.gutenberg.org/files/28420/28420-h/28420-h.htm#Page_33","33","4","manifestation"
